percentile,fwd_mfe_h240_R,final_r
1,0.34972548991441726,-1.7505154514312744
5,0.722184094786644,-1.0370706856250762
10,1.1120546221733094,-0.777410751581192
20,1.6223790407180787,-0.13707787394523618
30,2.0750074863433836,0.1339379221200943
40,2.906899452209473,0.28134286999702457
50,3.264410376548767,0.407599076628685
60,4.420329475402832,0.6375479817390443
70,5.503518342971801,0.7857046544551849
80,6.639559173583985,1.0404221296310427
90,8.496595001220703,1.5684167385101317
95,10.621101570129396,1.9045682489871987
99,12.73279313087463,3.271096220016478
